matrix,method,n,status,seed,initial_cond,final_cond,reduction_factor,log_objective,runtime_sec,objective_evaluations,iterations,solver_applicable,solver,solver_status,solver_iterations,solver_time_sec,solver_residual,preconditioner_build_sec,notes
Cauchy8,GA,8,completed,20266312,91663004172.57437,33004281177.400356,2.77730648578223,24.219903122646834,0.15693350000037753,540,30,False,,,-1,,,,replicate=5
Cauchy8,SA,8,completed,20265813,91663004172.57437,34868816007.67289,2.628796003638435,24.2748587425887,0.6207512000000861,2241,70,False,,,-1,,,,replicate=6; ['Maximum number of iteration reached']
Cauchy8,GA,8,completed,20266313,91663004172.57437,32284967727.63941,2.8391852501094794,24.197867563415837,0.15779219999967609,540,30,False,,,-1,,,,replicate=6
Cauchy8,SA,8,completed,20265814,91663004172.57437,31585715161.195766,2.9020398526605407,24.17597080347214,0.5706414999995104,2241,70,False,,,-1,,,,replicate=7; ['Maximum number of iteration reached']
Cauchy8,GA,8,completed,20266314,91663004172.57437,33493106880.2857,2.736772211076301,24.234605489837367,0.15643739999995887,540,30,False,,,-1,,,,replicate=7
Cauchy8,SA,8,completed,20265815,91663004172.57437,37222848267.94381,2.4625467538848778,24.340188610432605,0.6031868000000031,2241,70,False,,,-1,,,,replicate=8; ['Maximum number of iteration reached']
Cauchy8,GA,8,completed,20266315,91663004172.57437,42266626035.06418,2.168685148810582,24.467263628965448,0.1649702000004254,540,30,False,,,-1,,,,replicate=8
Cauchy8,SA,8,completed,20265816,91663004172.57437,34177091494.762836,2.6820013103403038,24.254821417237952,0.5688786000000619,2241,70,False,,,-1,,,,replicate=9; ['Maximum number of iteration reached']
Cauchy8,GA,8,completed,20266316,91663004172.57437,39293601048.50024,2.332771793031501,24.394327519371114,0.15518729999985226,540,30,False,,,-1,,,,replicate=9
Cauchy8,SA,8,completed,20265817,91663004172.57437,38255642422.51665,2.396064955861858,24.367556900653952,0.5709707999994862,2241,70,False,,,-1,,,,replicate=10; ['Maximum number of iteration reached']
Cauchy8,GA,8,completed,20266317,91663004172.57437,65749957014.63587,1.3941150433325802,24.909124854234275,0.16393880000032368,540,30,False,,,-1,,,,replicate=10
Cauchy8,BO,8,skipped,20269813,91663004172.57437,,,,0.0,0,0,False,,,-1,,,,BO restricted to dimension <= 12; current dimension=16
